batch_id,manufacturer,PROPRIETARYNAME,price,region,complaints,price_deviation,manufacturer_reliability,is_rural
0002-1445-27,Eli Lilly and Company,TALTZ,9.17,Rural2,Station manager follow exist natural candidate system small thus several animal.,-1.4459988204398306,0.6847666321845474,1
0002-1445-61,Eli Lilly and Company,TALTZ,9.35,Rural2,Six least buy tax kid a when dark read car practice city usually ever.,-1.4321269125844096,0.5087552824288386,1
0002-1457-80,Eli Lilly and Company,MOUNJARO,43.14,Rural1,Economy head tough close how figure record doctor pretty region.,1.1719384564971485,0.6794296429797805,1
0002-1460-80,Eli Lilly and Company,MOUNJARO,32.17,Rural1,Degree back order mind knowledge account.,0.3265227388639823,0.9074892813780507,1
0002-1471-80,Eli Lilly and Company,MOUNJARO,41.32,Urban1,Stage write institution car audience him room bill finish thing.,1.0316780548478903,0.8744143974493936,0
0002-1484-80,Eli Lilly and Company,MOUNJARO,37.84,Urban2,Him spend themselves political quality attention none.,0.7634878363097484,0.7790683642601006,0
0002-1495-80,Eli Lilly and Company,MOUNJARO,29.13,Urban2,Practice key reveal physical character in rather team beautiful beyond sell operation himself.,0.09224162841686945,0.8719421886585614,0
0002-1506-61,Eli Lilly and Company,MOUNJARO,48.79,Urban2,Fire cause everybody base network outside parent single real summer probably.,1.6073622308478677,0.8807204221724676,0
0002-1506-80,Eli Lilly and Company,MOUNJARO,22.03,Urban2,Day parent country hot position six soldier dream history.,-0.45492807032474214,0.504062520542722,0
0002-2002-01,Eli Lilly and Company,Zepbound,29.84,Urban2,Matter order month within would value car team nothing.,0.1469585982910307,0.5520582745097686,0
0002-2214-01,Eli Lilly and Company,MOUNJARO,42.32,Urban1,National common likely would authority onto add democratic two we.,1.10874420960023,0.8417747303106264,0
0002-2236-61,Eli Lilly and Company,Trulicity,32.83,Rural2,Media pick may indeed reduce bar Mr pattern everyone finally memory.,0.37738640100052623,0.5553234264026485,1
0002-2236-80,Eli Lilly and Company,Trulicity,43.78,Rural1,Window choice force only shake power poor financial.,1.2212607955386459,0.7331008110721756,1
0002-2340-01,Eli Lilly and Company,MOUNJARO,30.98,Urban1,Role suffer around beat its law participant finally score scientist budget.,0.23481401470869798,0.7172450828073398,0
0002-2377-11,Eli Lilly and Company,EMGALITY,36.71,Urban2,Reduce clearly well mission situation result cold.,0.6764030814396044,0.6877255635636641,0
0002-2423-01,Eli Lilly and Company,MOUNJARO,7.06,Rural1,Seek them run brother tonight friend investment.,-1.6086084069672673,0.8108273120729025,1
0002-2457-80,Eli Lilly and Company,ZEPBOUND,15.26,Urban1,Ask Republican office baby lawyer growth matter note happy effort bill off.,-0.9766659379980819,0.5354751240260173,0
0002-2460-80,Eli Lilly and Company,ZEPBOUND,18.02,Urban2,Direction meeting analysis television each line him.,-0.7639633508816244,0.954970732223887,0
0002-2471-80,Eli Lilly and Company,ZEPBOUND,8.59,Urban1,Condition whether along sort research pretty different.,-1.4906971901961876,0.8395576590376428,0
0002-2484-80,Eli Lilly and Company,ZEPBOUND,15.48,Rural1,Indicate result even back head maybe top conference source.,-0.959711383952567,0.6078584964676838,1
0002-2495-80,Eli Lilly and Company,ZEPBOUND,9.55,Rural2,West attention let executive suddenly force.,-1.4167136816339414,0.617671184657119,1
0002-2506-61,Eli Lilly and Company,ZEPBOUND,17.51,Urban2,Lead hard factor six science drug happy will young simply run national somebody.,-0.8032670898053175,0.7373946901426263,0
0002-2506-80,Eli Lilly and Company,ZEPBOUND,33.61,Rural1,According improve do get style theory week.,0.43749800170735126,0.7919556634026517,1
0002-2980-26,Eli Lilly and Company,RETEVMO,21.42,Rural1,Serve heavy scene film day work.,-0.5019384247236693,0.5466644480617585,1
0002-2980-60,Eli Lilly and Company,RETEVMO,21.66,Rural2,Man art young Republican behavior TV today mind red head window.,-0.4834425475831079,0.871917950981674,1
0002-3002-01,Eli Lilly and Company,MOUNJARO,14.43,Urban1,Oil measure PM hour option artist production.,-1.0406308464425238,0.8119920975345094,0
0002-3115-09,Eli Lilly and Company,EMGALITY,17.01,Rural2,Door end fire song red save fish.,-0.8418001671814873,0.6675996589766084,1
0002-3116-02,Eli Lilly and Company,Omvoh,47.15,Rural2,Do want carry show board black last finish building.,1.4809737370540306,0.6114853339626334,1
0002-3182-61,Eli Lilly and Company,Trulicity,34.16,Urban1,Who debate final enter build citizen rather step recent American.,0.4798843868211379,0.9169773069799686,0
0002-3182-80,Eli Lilly and Company,Trulicity,32.41,Urban1,Chance represent why how any federal star community weight take.,0.3450186160045434,0.9133518819035135,0
0002-3227-30,Eli Lilly and Company,Strattera,12.7,Urban1,Security economic left sound cause activity store work candidate statement head piece popular.,-1.1739552941640714,0.6070639687518927,0
0002-3228-30,Eli Lilly and Company,Strattera,37.81,Rural1,Only true avoid young cup position speak begin suggest speak business walk anything.,0.7611758516671782,0.8516252834578425,1
0002-3229-30,Eli Lilly and Company,Strattera,12.35,Rural1,Item right many him interview government traditional every land chance pass pay positive.,-1.2009284483273903,0.584295543194338,1
0002-3230-30,Eli Lilly and Company,Symbyax,22.08,Urban2,Include nearly article evidence case current this moment piece soon some writer.,-0.45107476258712537,0.9422154016024935,0
0002-3231-30,Eli Lilly and Company,Symbyax,49.53,Urban2,Look sit general not focus establish ago others ahead specific.,1.6643911853645992,0.8418873237436049,0
0002-3235-60,Eli Lilly and Company,Cymbalta,33.8,Rural2,Around yard morning short yourself wind beyond prevent entire.,0.4521405711102956,0.7263596126163399,1
0002-3238-30,Eli Lilly and Company,Strattera,30.06,Rural2,Shake way offer work home very.,0.16391315233654533,0.7248104621718454,1
0002-3239-30,Eli Lilly and Company,Strattera,35.81,Urban2,Compare or south recently trial agreement red way.,0.6070435421624988,0.7236750321179664,0
0002-3240-30,Eli Lilly and Company,Cymbalta,42.93,Rural2,Center way student special wife my compare also argue own after long forward.,1.155754563999157,0.865573890915821,1
0002-3240-90,Eli Lilly and Company,Cymbalta,39.92,Urban1,Cut candidate response try such food against only true similar suffer team whether.,0.9237854381946148,0.7776362494203166,0
0002-3250-30,Eli Lilly and Company,Strattera,15.31,Rural1,Relate product only from follow wish run join police maintain.,-0.9728126302604648,0.9932321978482919,1
0002-3251-30,Eli Lilly and Company,Strattera,6.44,Urban2,Company why really up skin development open compare fill read.,-1.6563894229137177,0.5850373754632638,0
0002-3270-30,Eli Lilly and Company,Cymbalta,19.2,Rural1,Concern ability reduce of surface side nothing.,-0.6730252882738635,0.5056215267661877,1
0002-3977-60,Eli Lilly and Company,RETEVMO,17.05,Urban2,Own TV whose determine not view cell seat.,-0.8387175209913937,0.7837241175126268,0
0002-4112-30,Eli Lilly and Company,Zyprexa,14.49,Rural1,Get floor player white start prove role from activity.,-1.0360068771573834,0.8999383542437649,1
0002-4115-30,Eli Lilly and Company,Zyprexa,47.43,Urban2,Economic attack either blue ability history run why.,1.5025522603846857,0.9732174452939276,0
0002-4116-30,Eli Lilly and Company,Zyprexa,44.44,Rural1,Manage her national big look tell prepare reach class available suffer.,1.2721244576751898,0.6449916987026376,1
0002-4117-30,Eli Lilly and Company,Zyprexa,19.16,Urban1,After end bit game thousand claim avoid walk within.,-0.6761079344639571,0.8601427799022068,0
0002-4182-30,Eli Lilly and Company,Olumiant,34.49,Urban2,Order party lot all wall close threat church big day.,0.5053162178894104,0.8390008547488583,0
0002-4182-61,Eli Lilly and Company,Olumiant,22.8,Urban2,Important never understand music produce father benefit hotel.,-0.3955871311654406,0.5788574088046681,0
0002-4184-30,Eli Lilly and Company,Evista,46.15,Urban2,Style child guess into far product outside current agent color factor bank such.,1.4039075823016909,0.9661942203554637,0
0002-4312-08,Eli Lilly and Company,Reyvow,25.65,Urban1,Size likely thus enter politics hold he high cost.,-0.17594859012127267,0.8625834445122816,0
0002-4312-61,Eli Lilly and Company,Reyvow,16.92,Rural1,Enjoy let difficult environmental article sell.,-0.8487361211091978,0.5068080121404074,1
0002-4312-62,Eli Lilly and Company,Reyvow,16.1,Urban2,Beat gas must wife operation network subject.,-0.9119303680061164,0.9644800267027503,0
0002-4415-30,Eli Lilly and Company,Zyprexa,30.26,Rural1,Industry movement term little think live bad total research maybe too song.,0.17932638328701347,0.6524262027658357,1
0002-4420-30,Eli Lilly and Company,Zyprexa,16.82,Urban1,Challenge we last we cold deep cover amount bad raise dark state challenge.,-0.8564427365844319,0.7330179731607188,0
0002-4453-85,Eli Lilly and Company,ZYPREXA,31.31,Rural2,Election treat trial attack hold however for everybody leader them skill performance mission.,0.2602458457769699,0.8875837402817852,1
0002-4454-85,Eli Lilly and Company,ZYPREXA,45.4,Urban2,Both change note old who beyond black single size test they.,1.346107966237436,0.5868217336618595,0
0002-4455-85,Eli Lilly and Company,ZYPREXA,22.97,Urban1,Enough pressure occur list common idea peace race I how these.,-0.382485884857543,0.9931556383307194,0
0002-4456-85,Eli Lilly and Company,ZYPREXA,14.87,Rural1,Any little environmental head full soldier financial successful teach.,-1.0067217383514944,0.8548664675219191,1
0002-4462-30,Eli Lilly and Company,Cialis,49.89,Urban2,Win direction feel season similar fly rock.,1.6921350010754415,0.692449870373308,0
0002-4463-30,Eli Lilly and Company,Cialis,27.93,Rural1,Population could deep station scientist service test start middle city find medical career.,-0.00023775728593811513,0.5094673387216297,1
0002-4464-30,Eli Lilly and Company,Cialis,9.09,Rural2,These ahead cover strategy student economic lead truth relate ever statement measure.,-1.4521641128200178,0.9211783833157626,1
0002-4465-34,Eli Lilly and Company,Cialis,7.12,Urban2,Race drop major land whether listen necessary.,-1.6039844376821268,0.5970368430781479,0
0002-4479-30,Eli Lilly and Company,Olumiant,9.93,Urban2,Clear thus see read expect hit clear occur who tax.,-1.3874285428280524,0.5898292846895972,0
0002-4479-61,Eli Lilly and Company,Olumiant,33.24,Rural1,Question especially important after sister should across treatment.,0.4089835244489858,0.6506033697717795,1
0002-4483-54,Eli Lilly and Company,Verzenio,40.64,Urban2,Over across education source figure whom poor interest.,0.9792730696162993,0.5973726915446701,0
0002-4483-62,Eli Lilly and Company,Verzenio,24.0,Urban1,Surface learn design few minute perhaps once account yourself whom.,-0.303107745462633,0.6976224321313601,0
0002-4491-08,Eli Lilly and Company,Reyvow,7.86,Urban1,No order executive range loss from everybody foot everybody prevent.,-1.5469554831653956,0.534710925587011,0
0002-4491-61,Eli Lilly and Company,Reyvow,22.17,Rural2,Could military drive arm tax special identify floor cause.,-0.4441388086594145,0.8910031797443545,1
0002-4491-62,Eli Lilly and Company,Reyvow,49.83,Urban1,Pretty young else industry home along.,1.6875110317903008,0.8340244456994026,0
0002-4732-30,Eli Lilly and Company,Olumiant,28.81,Rural2,Staff gas require rather point little wait grow feel color price next family.,0.06758045889612073,0.9278142206921784,1
0002-4815-54,Eli Lilly and Company,Verzenio,48.7,Rural1,Campaign else space several consumer quite friend become great season film small.,1.6004262769201574,0.6390627441637815,1
0002-4815-62,Eli Lilly and Company,Verzenio,43.74,Rural1,He one less brother approach plant oil per line create.,1.2181781493485524,0.5721438757779008,1
0002-5337-54,Eli Lilly and Company,Verzenio,5.52,Rural2,Test high fear approach take case customer.,-1.7272902852858705,0.7399866894041696,1
0002-5337-62,Eli Lilly and Company,Verzenio,37.43,Urban1,Would throughout would century television Congress ball forward would finish around.,0.7318907128612888,0.6593812939909165,0
0002-5337-63,Eli Lilly and Company,Verzenio,35.68,Urban1,Event seven collection share majority shake because pass plant idea whole.,0.5970249420446945,0.84989994884156,0
0002-5340-60,Eli Lilly and Company,RETEVMO,29.16,Rural2,Above move room wear throughout series most adult above safe.,0.09455361305943973,0.6351390763744591,1
0002-5562-60,Eli Lilly and Company,RETEVMO,17.01,Rural2,Really general can himself open cold statement fear.,-0.8418001671814873,0.5890661994959272,1
0002-6082-60,Eli Lilly and Company,RETEVMO,33.84,Rural1,Lay minute model its rather card you majority seek.,0.45522321730038967,0.9352647606491615,1
0002-6120-60,Eli Lilly and Company,RETEVMO,10.02,Rural2,Way truth idea direction road capital safe operation.,-1.3804925889003419,0.9343309237753751,1
0002-6145-11,Eli Lilly and Company,Baqsimi,24.56,Urban1,But represent society heart policy side perhaps order.,-0.25995069880132293,0.6104020120103633,0
0002-6145-27,Eli Lilly and Company,Baqsimi,25.42,Rural2,Product president after ready indicate herself.,-0.19367380571431056,0.7080573927445519,1
0002-6216-54,Eli Lilly and Company,Verzenio,47.92,Rural2,Education reduce day rate act inside big minute performance red industry together memory.,1.5403146762133322,0.892693058090402,1
0002-6885-30,Eli Lilly and Company,Baricitinib,44.41,Rural2,Brother box blood cup current enjoy mission cut region far always many debate.,1.2698124730326197,0.5294560795825717,1
0002-6902-30,Eli Lilly and Company,JAYPIRCA,16.85,Rural1,Former able public trade structure protect chance bed memory rich big eight.,-0.8541307519418616,0.6323235192175108,1
0002-7026-60,Eli Lilly and Company,JAYPIRCA,27.53,Rural2,Lead with enough anyone spend them system growth.,-0.031064219186873878,0.6482057586136651,1
0002-7026-99,Eli Lilly and Company,JAYPIRCA,13.04,Urban2,International break surface three act catch positive forget thus western.,-1.147752801548276,0.8775052191567412,0
0002-7510-01,Eli Lilly and Company,Humalog,46.07,Urban2,There behavior spring consumer husband while even history surface.,1.3977422899215037,0.8664776205358797,0
0002-7510-17,Eli Lilly and Company,Humalog,44.17,Urban2,Power someone both receive around wall city indeed opportunity soon question.,1.2513165958920585,0.6151495404598541,0
0002-7510-99,Eli Lilly and Company,Humalog,18.43,Urban1,Particularly single particularly television they road through low.,-0.732366227433165,0.7543211355736148,0
0002-7511-01,Eli Lilly and Company,Humalog,33.75,Urban1,Both in animal energy fire relate question should office north within prove.,0.4482872633726789,0.5421793491424547,0
0002-7516-59,Eli Lilly and Company,Humalog,32.4,Rural2,Mind read peace item risk loss professional political chance step.,0.34424795445702017,0.7754827323775333,1
0002-7516-99,Eli Lilly and Company,Humalog,11.88,Urban2,Approach poor church support system thank avoid man drive wife anyone development poor.,-1.23714954106099,0.8209329075741747,0
0002-7533-01,Eli Lilly and Company,Humalog,39.31,Rural1,Stage bad know of because material firm wonder seat adult idea.,0.8767750837956877,0.8936817160210822,1
0002-7575-01,Eli Lilly and Company,Omvoh,29.27,Urban2,News a before page people fight.,0.10303089008219704,0.982177245082481,0
0002-7597-01,Eli Lilly and Company,ZYPREXA,40.04,Urban2,None pressure lay future stay staff such forward should outside respond guy.,0.9330333767648954,0.6250105945714732,0
0002-7623-01,Eli Lilly and Company,Alimta,28.87,Urban1,Box service develop game stop who factor miss reduce animal clearly.,0.07220442818126128,0.7425458307370552,0
0002-7635-11,Eli Lilly and Company,ZYPREXA,5.03,Urban1,State score important effect cultural building system.,-1.7650527011145167,0.6204939057104015,0
0002-7636-11,Eli Lilly and Company,ZYPREXA,19.59,Rural1,Lead sit response blue increase unit study open.,-0.642969487920451,0.9849422605899605,1
0002-7637-11,Eli Lilly and Company,ZYPREXA,5.88,Urban1,Leader operation mean white above save network item one under sit.,-1.6995464695750282,0.5582714689595414,0
0002-7640-01,Eli Lilly and Company,Alimta,46.81,Rural1,Reality community spring billion price paper focus thing.,1.4547712444382352,0.7761978686167683,1
0002-7669-01,Eli Lilly and Company,CYRAMZA,44.54,Urban1,Woman trouble several event white wife laugh card include record security.,1.2798310731504239,0.5272960260713841,0
0002-7678-01,Eli Lilly and Company,CYRAMZA,42.42,Urban2,Successful natural finish say network design decide research rather.,1.1164508250754641,0.6470226915336589,0
0002-7712-27,Eli Lilly and Company,Humalog,18.84,Urban2,Wonder practice when mean reason follow break.,-0.7007691039847058,0.9116395434654458,0
0002-7712-61,Eli Lilly and Company,Humalog,7.61,Rural1,No old wall report purpose throw move there institution actually.,-1.5662220218534806,0.617329629306874,1
0002-7714-59,Eli Lilly and Company,Humalog,44.51,Rural1,Agent certainly prove customer seek claim expert.,1.2775190885078538,0.6417129175743295,1
0002-7714-61,Eli Lilly and Company,Humalog,47.61,Urban1,Chair artist six daughter must grow laugh pattern push.,1.5164241682401067,0.5389382458332652,0
0002-7715-59,Eli Lilly and Company,BASAGLAR,8.85,Urban1,Ten score night down six sometimes explain professor unit hold what wish fine.,-1.4706599899605795,0.9548382223075689,0
0002-7715-63,Eli Lilly and Company,BASAGLAR,26.87,Rural1,Approach season data than team kitchen difficult plant remember happy open school cultural.,-0.08192788132341808,0.8528369849201918,1
0002-7716-01,Eli Lilly and Company,Portrazza,8.11,Rural1,Family concern radio cost community message help investment.,-1.5276889444773107,0.7113982691114842,1
0002-7717-11,Eli Lilly and Company,Omvoh,39.23,Urban2,Enough claim suffer accept letter visit always up others similar personal successful feeling.,0.8706097914155001,0.9256130502047376,0
0002-7717-61,Eli Lilly and Company,Omvoh,39.46,Urban2,Nearly authority remain moment whatever minute skill city myself idea glass third professional.,0.8883350070085385,0.5066954568171163,0
0002-7722-11,Eli Lilly and Company,Omvoh,10.78,Rural1,Guess despite sell most you statement wonder across protect knowledge.,-1.3219223112885639,0.9741927987663199,1
0002-7724-11,Eli Lilly and Company,TALTZ,26.39,Urban2,Truth during always those high someone box either rich agency might side method.,-0.11891963560454116,0.9493495204040977,0
0002-7724-99,Eli Lilly and Company,TALTZ,29.74,Rural2,Knowledge analysis together court message way cold what Mrs account assume prove.,0.13925198281579662,0.6856123412184679,1
0002-7726-05,Eli Lilly and Company,LYUMJEV,16.93,Urban1,Ten interest billion Mrs reflect wish simple position.,-0.8479654595616746,0.5746605634190682,0
0002-7728-01,Eli Lilly and Company,LYUMJEV,44.26,Urban2,Section child learn forward beautiful approach.,1.2582525498197688,0.5158868890520829,0
0002-7728-99,Eli Lilly and Company,LYUMJEV,24.04,Rural2,Newspaper offer direction else hold picture item admit pull.,-0.3000250992725395,0.844623423295356,1
0002-7737-01,Eli Lilly and Company,Insulin Lispro,14.53,Rural1,Accept result as second animal summer group me face rate paper example.,-1.03292423096729,0.6346555006945267,1
0002-7752-05,Eli Lilly and Company,Insulin Lispro,29.27,Urban2,High state air choose detail section someone support far plant fear.,0.10303089008219704,0.6410385710657136,0
0002-7772-11,Eli Lilly and Company,EBGLYSS,37.85,Rural1,Whatever action themselves center among of hour natural be decide.,0.7642584978572716,0.5580055701742626,1
0002-7772-62,Eli Lilly and Company,EBGLYSS,14.05,Urban1,Deep town surface central contain pattern education boy provide note.,-1.0699159852484128,0.6801127852349167,0
0002-7797-11,Eli Lilly and Company,EBGLYSS,19.03,Rural1,Surface usually yes leave near fact.,-0.6861265345817612,0.635239720427293,1
0002-7797-61,Eli Lilly and Company,EBGLYSS,49.78,Rural2,Economy culture oil week ground provide.,1.683657724052684,0.7714231160944611,1
0002-8011-02,Eli Lilly and Company,Omvoh,34.24,Rural1,Beyond people too fish late pattern figure once not.,0.48604967920132547,0.6016011708905717,1
0002-8011-27,Eli Lilly and Company,Omvoh,24.71,Rural2,Space when collection finish size Republican political everybody growth quickly.,-0.2483907755884718,0.7949194269560502,1
0002-8011-61,Eli Lilly and Company,Omvoh,28.29,Urban2,There leg grow figure necessary compare parent success teach cause.,0.027506058424904126,0.608544896664606,0
0002-8147-01,Eli Lilly and Company,HUMATROPE,10.45,Urban2,Cultural safe phone road throughout support place spend often shoulder defense already.,-1.3473541423568358,0.7495904988321351,0
0002-8148-01,Eli Lilly and Company,HUMATROPE,15.11,Rural2,Myself your line simple hand development sign run fact.,-0.9882258612109328,0.5515360484115199,1
0002-8149-01,Eli Lilly and Company,HUMATROPE,20.21,Urban1,May bed hair action draw who word range serious cell city.,-0.5951884719740004,0.5758613282645899,0
0002-8207-05,Eli Lilly and Company,LYUMJEV,31.47,Urban1,We process whose save low grow despite maintain as hard amount deal traditional.,0.2725764305373443,0.6120030876304544,0
0002-8207-61,Eli Lilly and Company,LYUMJEV,15.36,Urban1,Hold truth thing always possible billion why plant event score.,-0.9689593225228479,0.5498374960052563,0
0002-8213-05,Eli Lilly and Company,Humalog,14.91,Urban2,Name community president half president structure might heavy trade might good test main.,-1.0036390921614007,0.7646545703699555,0
0002-8214-05,Eli Lilly and Company,BASAGLAR,8.19,Urban2,Thought according think key discover method exactly change church own stage produce.,-1.5215236520971234,0.9426568336939376,0
0002-8215-01,Eli Lilly and Company,Humulin,33.4,Urban1,Specific result loss long decision claim street against amount of claim.,0.42131410920935985,0.5098758513731947,0
0002-8215-17,Eli Lilly and Company,Humulin,15.3,Rural1,Mention three chair coach two might if wide point these road start water describe.,-0.9735832918079882,0.5330146133111995,1
0002-8222-59,Eli Lilly and Company,Insulin Lispro,45.74,Urban1,Yeah test color store over some star consider process enough right garden law.,1.3723104588532318,0.9031084755870159,0
0002-8228-27,Eli Lilly and Company,LYUMJEV,43.68,Rural1,Attention her car admit mission training range step painting concern top outside there.,1.213554180063412,0.5651248228969574,1
0002-8233-05,Eli Lilly and Company,Insulin Lispro Protamine and Insulin Lispro Injectable Suspension,8.19,Urban1,Me brother lot candidate owner still to simple power miss have analysis.,-1.5215236520971234,0.8826455442850796,0
0002-8235-05,Eli Lilly and Company,LYUMJEV,15.71,Rural1,Investment voice lot shoulder go source traditional student office international effort she.,-0.941986168359529,0.7514905086478822,1
0002-8235-99,Eli Lilly and Company,LYUMJEV,35.1,Urban2,Exist theory impact country remember smile official.,0.5523265722883375,0.546490666568459,0
0002-8315-01,Eli Lilly and Company,Humulin,14.64,Urban1,Mind heart day sound impact blood international.,-1.0244469539445324,0.5751584545301194,0
0002-8351-05,Eli Lilly and Company,LYUMJEV,10.95,Urban1,Effect talk interest hand every quite sense including six lot have never effect.,-1.308821064980666,0.9266538868523913,0
0002-8400-01,Eli Lilly and Company,Forteo,47.1,Rural2,Officer similar huge catch tell budget discover situation we.,1.4771204293164137,0.9466176052427142,1
0002-8501-01,Eli Lilly and Company,Humulin,30.7,Urban1,Democrat hundred full nearly recent religious claim.,0.21323549137804276,0.8228954525574388,0
0002-8715-01,Eli Lilly and Company,Humulin,26.27,Rural1,Source statement likely outside because enjoy.,-0.128167574174822,0.6801507933983573,1
0002-8797-59,Eli Lilly and Company,Humalog,40.31,Rural2,Bag also his worker pass minute represent our watch star.,0.9538412385480274,0.5585318012327392,1
0002-8797-61,Eli Lilly and Company,Humalog,41.34,Urban1,Keep cut prevent sound experience almost outside middle discuss college already dream.,1.0332193779429373,0.5092010397621574,0
0002-8798-59,Eli Lilly and Company,Humalog,13.57,Urban1,Wish beautiful every human prove if.,-1.106907739529536,0.8505410623398023,0
0002-8798-99,Eli Lilly and Company,Humalog,9.36,Urban2,Military say attention bed expect stop trip give.,-1.431356251036886,0.9289187763651814,0
0002-8799-59,Eli Lilly and Company,Humalog,24.4,Rural2,Difficult white lawyer identify above company media next me.,-0.2722812835616973,0.5851010913709769,1
0002-8799-61,Eli Lilly and Company,Humalog,24.06,Rural1,Water sort what then spend offer reason whom none show.,-0.2984837761774928,0.6702849271503288,1
0002-8803-59,Eli Lilly and Company,Humulin,26.02,Urban1,Which learn leave only agree break attack plant yes quality.,-0.14743411286290692,0.9822674404780454,0
0002-8805-59,Eli Lilly and Company,Humulin,37.81,Urban2,Son include good movie red enjoy expert human.,0.7611758516671782,0.5816439106971771,0
0002-8805-99,Eli Lilly and Company,Humulin,35.3,Urban1,Away use live government thus especially water raise travel material.,0.5677398032388051,0.874952020891828,0
0002-8824-27,Eli Lilly and Company,Humulin,49.29,Rural2,Dog drug enter director strong student green single.,1.6458953082240375,0.7567466286126159,1
0002-8870-27,Eli Lilly and Company,Omvoh,9.43,Rural1,Turn put professional pass share must amount.,-1.4259616202042222,0.6372635708834062,1
0002-8900-11,Eli Lilly and Company,TALTZ,23.12,Urban2,He firm together thing off ever consumer share memory huge seek campaign.,-0.3709259616446919,0.5245819295441587,0
0002-8905-11,Eli Lilly and Company,TALTZ,20.27,Urban1,Son long must maybe hour rather company with recently least ready activity.,-0.5905645026888601,0.7685184766934647,0
0002-8980-05,Eli Lilly and Company,Rezvoglar,43.78,Rural1,Here beyond gun technology cost enjoy especially when.,1.2212607955386459,0.7891719578426194,1
